FIPS,State,County,perc_Adults_Obesity,95_Cl_low_obs,95_Cl_high_obs,Avg_num_Physical_Unhealthy_Days,Avg_num_Mental_Unhealthy_Days,Food_Environment_Index,perc_Physically_Inactive,perc_With_Access_Exercise,num_Uninsured,perc_Uninsured,num_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,num_Dentists,Dentist_Rate,Dentist_Ratio,num_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,num_Completed_High_School,Population_Age25,perc_Completed_HighSchool,num_Some_College,Population_25_Age_44,perc_Some_college,num_UnemployedAge16,LaborForce_Size,perc_Unemployed,80th_Percentile_Income,20th_Percentile_Income,Income_Ratio,num_Children_SingleParent_Households,num_Children_Overall_Households,perc_Children_SingleParent_Households,num_Associations,Social_Association_Rate,perc_Severe_Housing_Problems,Severe_Housing_Cost_Burdenperc,Overcrowdingperc,Inadequate_Facilitiesperc,num_Food_Insecure,perc_Food_Insecure,num_LimitedAccess_healthyFood,perc_LimitedAccess_HealthyFoods,perc_Adults_Diabetes,95_CI_Low_Adults_Diabetes,95_CI_High_Adults_Diabetes,perc_Insufficient_Sleep,num_Uninsured,perc_Uninsured,Median_Household_Income,95_CI_Low_Median_Household_Income,95_CI_High_Median_Household_Income,Household_Income_NativeAmerican,Household_Income_Asian,Household_Income_Black,Household_Income_Hispanic,Household_Income_white,num_Homeowners,perc_Homeowners,num_Household_Severe_Cost_Burden,perc_Severe_Housing_Cost_Burden,Population,perc_greater18Age,perc65greaterAge,numBlack,percBlack,numNativeAmerican,percNativeAmerican,numAsian,percAsian,numNativeHawaiianPacificIslander,percNativeHawaiianPacificIslander,numHispanic,percHispanic, numNonHispanic_white,percNonHispanic_white,numNotProficient_English,percNotProficient_English,percfemale,numrural_residents,percrural
48211,Texas,Hemphill,35,34,37,3.9,4.3,8.2,29,84,748,23,4,105,955:1,0,0,3777:0,1,26,3777:1,1980,2407,82,435,854,51,82,1850,4.4,122786,26197,4.7,141,1133,12,7,18.3,12,9,7,0,480,12,106,3,11,10,11,36,510,25,65718,53394,78042,,,,43148,67284,915,67,125,10,3777,30.1,16.0,14,0.4,59,1.6,55,1.5,6,0.2,1326,35.1,2327,61.6,303,8,50.2,1026,27.0
48213,Texas,Henderson,36,35,37,4.6,5.1,6.7,33,55,14596,23,25,30,3309:1,27,32,3103:1,50,60,1676:1,49227,57974,85,8905,17710,50,2377,37123,6.4,99194,20265,4.9,3771,17462,22,89,10.8,13,10,3,2,13820,17,6556,8,12,11,13,38,12311,27,52660,46102,59218,46121,59761,31422,43149,52379,24118,76,3521,12,83792,21.2,22.7,5103,6.1,822,1.0,572,0.7,84,0.1,11550,13.8,64734,77.3,1319,2,51.0,47206,60.1
48215,Texas,Hidalgo,48,47,50,5.2,4.6,5.3,37,62,248170,33,402,46,2161:1,247,28,3543:1,617,70,1418:1,325021,485614,67,114075,224771,51,41893,359969,11.6,91249,16349,5.6,87221,280703,31,301,3.5,25,14,12,2,153810,18,157181,20,18,17,19,35,209314,43,46653,43073,50233,53938,101100,50638,40330,51096,165793,68,33389,14,875200,31.8,11.6,3945,0.5,4988,0.6,9384,1.1,443,0.1,809704,92.5,51199,5.8,146279,19,50.9,39813,5.1
48217,Texas,Hill,37,35,38,4.3,4.7,7.7,31,46,6420,23,9,25,4072:1,12,32,3084:1,17,46,2177:1,20880,24717,84,4196,7861,53,1023,16294,6.3,103217,24106,4.3,1878,8338,23,40,10.9,16,9,5,2,5450,15,662,2,12,11,12,36,5343,27,56565,49289,63841,41118,49271,37833,50432,58566,9527,73,991,8,37006,23.0,21.0,2226,6.0,351,0.9,283,0.8,51,0.1,8011,21.6,25795,69.7,961,3,50.2,26761,76.3
48219,Texas,Hockley,39,37,40,4.5,4.6,6.5,35,60,4151,22,14,61,1644:1,10,44,2292:1,17,74,1348:1,10866,14374,76,2998,5839,51,845,10671,7.9,102362,20835,4.9,1146,6013,19,26,11.3,13,7,6,1,3320,14,3544,15,14,13,15,36,3375,26,55469,46361,64577,,,22257,41402,56882,5901,73,616,8,22921,25.9,15.2,802,3.5,314,1.4,110,0.5,18,0.1,11427,49.9,10317,45.0,989,5,50.4,9139,39.8
48221,Texas,Hood,35,34,37,3.8,4.5,7.7,26,73,8201,18,29,47,2126:1,36,57,1765:1,65,102,977:1,39512,43434,91,7159,12361,58,1833,27578,6.6,132948,28673,4.6,1804,12551,14,63,10.2,13,10,2,2,7860,14,2753,5,10,9,11,34,6595,20,85449,80961,89937,144095,,108013,54044,72509,18462,80,2223,10,63527,20.6,25.8,714,1.1,607,1.0,542,0.9,63,0.1,8286,13.0,52844,83.2,1189,2,51.2,16811,32.8
48223,Texas,Hopkins,37,36,39,4.3,4.8,6.9,32,40,7026,24,11,30,3371:1,10,27,3717:1,29,78,1282:1,20937,24671,85,4883,8533,57,895,17484,5.1,106127,25256,4.2,1890,8999,21,31,8.4,15,10,4,2,5640,16,3139,9,12,11,12,37,5779,27,53634,46155,61113,70284,67734,34801,44871,60446,9347,69,1412,11,37170,24.3,18.9,2568,6.9,385,1.0,284,0.8,53,0.1,6542,17.6,26988,72.6,868,3,50.9,20965,59.6
48225,Texas,Houston,41,39,42,5.0,5.1,6.0,36,54,3283,22,4,17,5742:1,5,22,4567:1,5,22,4567:1,13669,16834,81,2628,5593,47,529,10010,5.3,83154,18015,4.6,1552,4383,35,28,12.2,18,15,3,2,4110,18,3224,14,14,14,15,39,2720,25,45989,38744,53234,,,26504,31205,46828,5797,70,1000,13,22835,19.5,23.0,5581,24.4,167,0.7,171,0.7,2,0.0,2754,12.1,13972,61.2,288,1,46.5,17440,73.5
48227,Texas,Howard,39,38,41,4.5,4.5,6.6,35,79,5082,19,10,27,3666:1,18,49,2030:1,58,159,630:1,19842,24766,80,4707,10618,44,1093,13502,8.1,106546,24985,4.3,2508,7944,32,39,10.6,15,11,3,1,5620,16,4281,12,14,13,15,38,4157,22,58445,51408,65482,,,50938,48081,64950,7536,66,951,9,36540,21.5,13.1,2191,6.0,599,1.6,496,1.4,34,0.1,16093,44.0,17144,46.9,2294,7,42.6,7025,20.1
48229,Texas,Hudspeth,44,42,45,5.6,4.9,1.7,44,0,1266,32,,,,,,,,,,1761,3116,57,449,1447,31,149,1855,8.0,61971,10578,5.9,350,1115,31,0,0.0,20,12,6,6,770,17,2023,58,19,18,20,39,1046,35,40666,33349,47983,,,,30689,38073,828,73,156,16,4906,19.8,15.6,155,3.2,103,2.1,80,1.6,8,0.2,3783,77.1,832,17.0,1437,32,46.6,3476,100.0
48231,Texas,Hunt,36,35,38,4.4,4.8,6.8,30,59,15798,20,30,30,3286:1,33,33,3024:1,83,83,1202:1,54379,63553,86,12418,23092,54,2847,43506,6.5,110521,23938,4.6,5407,22898,24,109,11.1,17,13,5,1,15270,16,7259,8,12,11,12,38,13147,23,53760,47308,60212,,,24951,47356,64218,23357,70,4064,12,99807,23.7,16.4,7784,7.8,1333,1.3,1564,1.6,214,0.2,18319,18.4,69625,69.8,1969,2,50.7,48776,56.6
48233,Texas,Hutchinson,37,35,38,4.3,4.8,6.8,31,59,3472,20,6,29,3490:1,10,48,2068:1,2,10,10339:1,12023,13955,86,3146,5224,60,613,8539,7.2,108541,23822,4.6,1216,5303,23,30,14.3,10,7,3,1,3460,16,1950,9,12,11,12,37,2724,23,62536,52464,72608,,42500,83952,51111,59844,5658,80,498,7,20677,24.9,17.8,511,2.5,435,2.1,155,0.7,13,0.1,5022,24.3,14353,69.4,360,2,49.4,4998,22.6
48235,Texas,Irion,36,34,37,3.9,4.4,5.5,29,54,171,14,0,0,1536:0,0,0,1564:0,,,,1005,1068,94,243,308,79,45,752,6.0,106214,21868,4.9,84,351,24,4,26.0,21,15,4,6,230,14,422,26,11,11,12,36,128,15,73776,60214,87338,,,,72857,48250,525,83,85,14,1564,21.8,21.9,18,1.2,20,1.3,8,0.5,0,0.0,405,25.9,1093,69.9,0,0,48.8,1599,100.0
48237,Texas,Jack,38,37,40,4.6,4.9,6.2,33,52,1550,25,4,45,2234:1,,,,2,22,4528:1,5003,6166,81,1041,2426,43,238,3393,7.0,109026,19364,5.6,530,1854,29,9,10.1,12,7,3,1,1390,16,1431,16,12,11,13,37,1206,27,56028,46255,65801,,,11392,25238,60603,2455,77,250,8,9056,21.6,17.4,353,3.9,108,1.2,54,0.6,11,0.1,1586,17.5,6934,76.6,348,4,44.2,4813,53.2
48239,Texas,Jackson,38,37,39,4.1,4.5,7.4,31,51,2632,22,2,14,7380:1,5,34,2971:1,3,20,4951:1,8087,9931,81,1791,3538,51,422,7329,5.8,112269,25027,4.5,813,3780,22,19,12.9,16,10,5,1,2190,15,810,6,12,12,13,36,2036,25,56101,47806,64396,,,41175,52695,65276,3469,70,442,9,14854,25.4,19.1,899,6.1,137,0.9,169,1.1,5,0.0,5015,33.8,8556,57.6,345,2,50.3,8701,61.8
48241,Texas,Jasper,37,36,39,4.7,5.2,6.8,33,33,4859,18,12,34,2961:1,11,31,3216:1,17,48,2081:1,20693,24345,85,3138,7769,40,1443,12883,11.2,95075,19193,5.0,2724,8466,32,38,10.7,9,6,3,1,6340,18,2010,6,13,12,13,38,3921,20,51153,42604,59702,26250,,20746,31524,49693,10446,76,1036,8,35375,23.2,20.7,5619,15.9,289,0.8,221,0.6,29,0.1,2501,7.1,26330,74.4,317,1,50.5,27920,78.2
48243,Texas,Jeff Davis,36,34,37,4.0,4.2,8.1,30,43,373,27,1,44,2274:1,0,0,2220:0,4,180,555:1,1341,1661,81,167,267,63,50,975,5.1,81219,21234,3.8,0,280,0,7,30.8,8,5,1,2,220,10,189,8,12,11,13,34,356,27,55718,45279,66157,,,,,,830,84,119,13,2220,6.3,37.4,13,0.6,38,1.7,36,1.6,2,0.1,696,31.4,1410,63.5,52,2,49.7,2342,100.0
48245,Texas,Jefferson,41,40,42,4.3,4.6,6.8,34,61,42811,22,134,53,1877:1,158,63,1583:1,286,114,875:1,141274,168295,84,36674,69671,53,12570,105592,11.9,105637,20541,5.1,21066,60437,35,281,11.2,14,12,2,1,42130,17,19222,8,14,13,14,42,36176,26,48808,45711,51905,,66018,36539,45279,67707,57859,62,11359,13,250127,24.2,15.1,83247,33.3,2719,1.1,10001,4.0,245,0.1,56120,22.4,96882,38.7,11533,5,48.8,21196,8.4
48247,Texas,Jim Hogg,44,42,45,5.1,4.5,5.4,42,,774,18,1,19,5200:1,1,19,5184:1,,,,2108,2828,75,359,1102,33,180,1891,9.5,84253,15707,5.4,695,1794,39,0,0.0,18,11,7,1,970,19,989,19,18,17,19,37,638,24,41620,34068,49172,,,,34261,83321,1102,71,176,12,5184,30.1,17.2,36,0.7,39,0.8,31,0.6,2,0.0,4806,92.7,279,5.4,180,4,48.8,922,17.4
48249,Texas,Jim Wells,41,39,43,4.7,4.4,6.7,38,56,7341,22,9,22,4498:1,14,35,2889:1,36,89,1124:1,20199,25841,78,4774,10374,46,2094,16127,13.0,102694,18076,5.7,4444,11383,39,25,6.2,17,10,6,2,6610,16,3946,10,16,15,17,37,6136,27,48773,40969,56577,,,,40434,60370,9172,71,1320,11,40452,27.1,16.2,278,0.7,435,1.1,259,0.6,27,0.1,32455,80.2,7218,17.8,1414,4,50.4,16370,40.1
48251,Texas,Johnson,37,36,38,4.1,4.6,7.7,30,65,30040,20,77,44,2283:1,71,40,2529:1,142,79,1265:1,96083,112031,86,23111,44197,52,5390,82931,6.5,116991,32180,3.6,9551,44446,21,132,7.5,13,9,4,1,21590,13,9117,6,11,11,12,35,24198,23,67382,58557,76207,72768,69570,72743,57835,67256,42693,73,4540,8,179575,25.8,14.6,7165,4.0,1783,1.0,1930,1.1,947,0.5,41714,23.2,124176,69.1,5322,3,50.1,57165,37.9
48253,Texas,Jones,39,38,40,4.5,4.5,6.7,34,17,2407,20,6,30,3347:1,2,10,9938:1,1,5,19875:1,11718,14837,79,2646,7054,38,401,5738,7.0,95216,25500,3.7,765,3468,22,21,10.5,11,8,1,2,3030,15,2392,12,13,13,14,38,1939,23,47019,39129,54909,,,26500,36487,58819,4444,79,410,8,19875,17.6,16.1,2327,11.7,286,1.4,153,0.8,4,0.0,5568,28.0,11577,58.2,315,2,37.6,17202,85.1
48255,Texas,Karnes,40,38,41,4.4,4.3,7.7,35,53,2028,19,4,26,3900:1,9,58,1729:1,2,13,7781:1,7982,10540,76,1938,4885,40,440,7007,6.3,122792,20226,6.1,877,3155,28,16,10.3,13,8,5,2,2040,13,843,6,15,14,15,37,1583,22,56006,45863,66149,,,,40757,77778,3340,73,357,8,15562,21.9,14.6,1178,7.6,174,1.1,80,0.5,6,0.0,8865,57.0,5340,34.3,1245,9,42.1,5691,38.4
48257,Texas,Kaufman,36,35,37,4.0,4.5,8.0,29,59,20317,17,35,26,3890:1,56,39,2557:1,140,98,1023:1,71212,82983,86,20890,35938,58,4377,67263,6.5,132820,32478,4.1,8412,36116,23,97,7.1,14,11,3,1,15990,13,3561,3,11,11,12,36,16399,20,76352,67643,85061,,80828,48195,65320,79668,30075,77,4016,10,143198,28.1,11.8,21192,14.8,1457,1.0,2364,1.7,142,0.1,34825,24.3,81743,57.1,2877,2,50.7,50453,48.8
48259,Texas,Kendall,31,30,33,3.3,3.9,8.5,24,79,6399,17,41,86,1157:1,37,76,1311:1,89,183,545:1,29309,31162,94,7419,10283,72,1116,22123,5.0,194585,44467,4.4,1206,10606,11,45,9.5,15,13,2,1,5010,11,425,1,9,9,10,33,5001,18,103216,87393,119039,,,40875,93102,101333,11239,76,1757,12,48523,22.8,19.6,592,1.2,354,0.7,701,1.4,46,0.1,11991,24.7,34483,71.1,1113,3,50.9,19431,58.2
48261,Texas,Kenedy,44,43,46,6.4,5.5,4.4,50,0,88,26,0,0,404:0,0,0,379:0,0,0,379:0,59,270,22,1,90,1,10,184,5.4,60042,21639,2.8,0,121,0,0,0.0,10,2,5,2,80,14,156,37,20,19,21,38,69,29,45980,37218,54742,,,,,,27,21,,,379,17.7,22.7,9,2.4,7,1.8,7,1.8,0,0.0,271,71.5,82,21.6,86,27,47.8,416,100.0
48263,Texas,Kent,35,33,36,3.8,4.4,4.1,28,,77,14,0,0,762:0,0,0,786:0,0,0,786:0,447,478,94,116,138,84,18,458,3.9,107469,30458,3.5,17,195,9,0,0.0,8,8,0,0,120,19,244,30,11,10,11,35,59,15,53472,43937,63007,,,,,,233,81,14,5,786,23.9,24.9,7,0.9,12,1.5,1,0.1,1,0.1,155,19.7,603,76.7,0,0,50.3,808,100.0
48265,Texas,Kerr,36,35,38,4.0,4.4,7.4,29,63,8656,24,47,89,1119:1,37,70,1429:1,168,318,315:1,33868,37918,89,5943,10441,57,1271,21636,5.9,108969,27595,3.9,2314,9840,24,77,14.6,12,8,3,1,7690,15,2606,5,11,11,12,36,7098,27,57425,48357,66493,,,28116,48084,61858,14561,68,1823,9,52869,18.7,28.3,761,1.4,635,1.2,691,1.3,62,0.1,14927,28.2,35667,67.5,924,2,51.8,20397,41.1
48267,Texas,Kimble,38,37,40,4.6,4.8,6.3,33,63,718,24,4,92,1084:1,3,68,1465:1,1,23,4396:1,2773,3312,84,462,827,56,92,1809,5.1,112960,19099,5.9,107,793,13,5,11.5,14,12,1,1,820,19,389,8,13,12,14,36,603,27,47894,39299,56489,,,,33292,50268,1488,76,179,10,4396,18.1,30.5,32,0.7,59,1.3,38,0.9,5,0.1,1092,24.8,3183,72.4,69,2,51.1,2041,44.3
48269,Texas,King,37,36,38,4.5,4.9,5.3,32,,48,22,0,0,272:0,0,0,283:0,0,0,283:0,174,222,78,25,92,27,4,236,1.7,,,,15,52,29,0,0.0,4,9,0,0,40,17,64,22,12,11,13,35,32,22,78210,63351,93069,,,,38750,39375,35,39,6,25,283,26.9,18.7,6,2.1,3,1.1,0,0.0,1,0.4,57,20.1,211,74.6,19,7,48.4,286,100.0
48271,Texas,Kinney,42,40,43,5.0,4.5,4.8,39,39,446,19,,,,0,0,3670:0,,,,2335,2883,81,381,814,47,79,1312,6.0,71906,17201,4.2,246,462,53,0,0.0,9,7,1,1,660,18,922,26,17,16,17,38,361,21,62557,60951,64163,,,,,,1110,75,16,1,3670,19.3,25.5,51,1.4,61,1.7,19,0.5,7,0.2,2239,61.0,1287,35.1,241,7,44.7,736,20.5
48273,Texas,Kleberg,41,39,43,4.5,4.3,5.7,36,67,4959,20,13,42,2360:1,17,56,1785:1,16,53,1896:1,13455,17019,79,4939,7538,66,1125,13402,8.4,98062,14167,6.9,2675,7461,36,24,7.8,20,15,6,1,5390,17,5564,17,16,15,17,37,4222,24,51574,44068,59080,,,,44022,74474,5815,52,1464,14,30338,24.2,13.7,950,3.1,335,1.1,753,2.5,52,0.2,22275,73.4,6048,19.9,859,3,49.2,6050,18.9
48275,Texas,Knox,39,37,40,4.6,4.8,7.3,35,39,717,25,1,27,3664:1,0,0,3683:0,,,,1986,2462,81,482,775,62,82,1454,5.6,94190,22066,4.3,192,938,20,6,16.4,9,4,3,2,550,15,221,6,14,13,14,37,541,28,46053,38258,53848,,,,42456,58409,1180,85,56,4,3683,26.3,20.4,181,4.9,47,1.3,12,0.3,2,0.1,1299,35.3,2105,57.2,161,5,50.5,3719,100.0
48277,Texas,Lamar,37,35,38,4.6,5.1,5.9,31,63,8631,22,22,44,2266:1,28,56,1782:1,54,108,924:1,29420,34180,86,6770,11873,57,1518,23507,6.5,92203,17157,5.4,3794,11825,32,73,14.6,15,12,2,2,9000,18,7077,14,12,11,12,38,7114,25,44688,39361,50015,,,31304,48513,51566,12940,65,2925,15,49905,23.7,19.5,6526,13.1,961,1.9,421,0.8,40,0.1,4367,8.8,36450,73.0,505,1,51.8,23444,47.1
48279,Texas,Lamb,41,39,42,4.9,4.7,6.8,38,75,2810,27,5,39,2579:1,2,16,6355:1,5,39,2542:1,6260,8258,76,1485,3035,49,274,5234,5.2,85221,17141,5.0,908,3603,25,24,18.6,14,9,3,3,2020,15,1515,11,16,15,16,38,2243,32,48123,39769,56477,,93235,24740,42912,53023,3441,73,384,9,12710,27.3,17.5,448,3.5,258,2.0,81,0.6,21,0.2,7204,56.7,4843,38.1,744,6,50.4,8063,57.7
48281,Texas,Lampasas,35,34,37,4.0,4.6,7.3,29,69,3143,18,9,42,2381:1,3,14,7263:1,13,60,1676:1,13445,14963,90,2863,4740,60,485,9041,5.4,115794,28513,4.1,1085,4416,25,28,13.1,13,10,2,1,3150,15,1160,6,11,10,12,36,2580,21,69051,60464,77638,26367,,140212,48506,66537,6245,80,858,11,21789,21.6,20.8,869,4.0,264,1.2,319,1.5,120,0.6,4300,19.7,15550,71.4,137,1,50.6,13433,68.3
48283,Texas,La Salle,41,39,42,4.6,4.2,7.0,39,,887,18,,,,,,,4,53,1875:1,3321,5135,65,359,2213,16,251,3693,6.8,95364,15445,6.2,442,1573,28,4,5.3,20,9,8,3,1030,14,795,12,16,15,17,37,757,22,45647,37025,54269,,,,,,1585,74,228,12,7500,19.4,14.1,59,0.8,76,1.0,33,0.4,2,0.0,6513,86.8,843,11.2,683,9,40.8,3192,46.4
48285,Texas,Lavaca,37,36,39,4.1,4.7,7.7,30,49,2881,19,14,69,1440:1,5,25,4043:1,3,15,6739:1,11963,13879,86,2178,4135,53,441,8406,5.2,112515,25535,4.4,749,4741,16,24,11.9,15,7,7,1,2790,14,824,4,11,10,12,36,2195,21,57999,48757,67241,,,38810,48313,57738,5973,76,424,6,20216,23.4,24.1,1173,5.8,146,0.7,112,0.6,18,0.1,3985,19.7,14700,72.7,313,2,51.1,15664,81.3
48287,Texas,Lee,37,36,39,4.3,4.7,7.7,31,44,3018,22,4,23,4310:1,5,29,3479:1,8,46,2175:1,9984,12029,83,1638,4052,40,452,9158,4.9,102234,22581,4.5,1013,3609,28,19,11.0,19,13,5,1,2170,13,1071,6,12,11,13,38,2473,24,61444,50761,72127,,,31979,40250,63455,4958,81,686,12,17397,21.4,19.8,1782,10.2,194,1.1,98,0.6,40,0.2,4227,24.3,10988,63.2,655,4,49.6,11582,69.7
48289,Texas,Leon,38,36,39,4.7,5.1,6.6,33,19,3408,26,,,,3,17,5831:1,3,17,5831:1,10149,12391,82,1716,3770,46,477,6121,7.8,102674,21438,4.8,1264,3913,32,28,16.1,12,8,3,1,3070,18,1354,8,12,12,13,37,2587,28,52878,44217,61539,,170179,24455,35256,50588,5338,78,563,9,17493,22.5,25.2,1210,6.9,152,0.9,140,0.8,3,0.0,2690,15.4,13183,75.4,526,3,50.4,16801,100.0
48291,Texas,Liberty,37,36,38,4.7,5.0,7.4,37,49,16352,23,20,23,4411:1,25,27,3662:1,21,23,4359:1,43439,55520,78,9653,23149,42,3571,33582,10.6,103059,21558,4.8,4593,22877,20,72,8.2,14,9,5,1,13160,16,3138,4,13,12,13,39,12945,27,61230,52816,69644,,74479,48315,44459,54946,21411,78,2724,10,91547,27.9,12.9,8117,8.9,1290,1.4,659,0.7,105,0.1,28277,30.9,53023,57.9,3625,5,50.6,47827,63.2
48293,Texas,Limestone,40,39,41,4.7,4.9,6.7,35,59,3920,23,9,38,2604:1,8,34,2918:1,10,43,2334:1,13491,16218,83,2727,5702,48,596,8363,7.1,90995,19449,4.7,1493,5176,29,23,9.8,14,9,4,2,3880,17,2035,9,14,13,14,39,3205,26,53143,46898,59388,80197,52829,26217,45250,51590,6138,74,860,11,23340,21.9,20.5,3920,16.8,295,1.3,230,1.0,19,0.1,5307,22.7,13463,57.7,897,4,48.7,12538,53.6
48295,Texas,Lipscomb,36,35,38,4.1,4.4,5.0,31,,759,29,,,,0,0,3111:0,,,,1710,2071,83,386,737,52,64,1541,4.2,115071,30424,3.8,232,945,25,10,30.9,10,6,4,2,470,14,1042,32,12,11,13,36,517,29,67775,56613,78937,36250,,,52390,66927,855,74,56,5,3111,24.8,19.0,29,0.9,70,2.3,28,0.9,7,0.2,1099,35.3,1860,59.8,167,5,48.6,3302,100.0
48297,Texas,Live Oak,41,39,42,4.5,4.6,7.4,36,22,1932,22,1,8,12207:1,2,16,6162:1,1,8,12324:1,6705,8637,78,1106,2732,40,386,5177,7.5,104434,17496,6.0,555,2436,23,13,10.6,9,5,3,1,1890,16,412,4,14,13,15,37,1531,25,54031,43965,64097,,,,29670,58438,3156,82,293,8,12324,20.1,21.6,518,4.2,156,1.3,108,0.9,10,0.1,5071,41.1,6452,52.4,610,5,45.0,11531,100.0
48299,Texas,Llano,34,32,36,4.1,4.8,6.3,28,77,3176,23,15,69,1453:1,11,50,1996:1,12,55,1830:1,14828,17147,86,1671,3448,48,486,8479,5.7,121715,26715,4.6,673,3197,21,24,11.0,16,12,4,2,3490,17,2560,13,11,10,11,35,2647,26,60706,50759,70653,,,,37922,59755,7009,78,919,11,21958,14.8,37.9,222,1.0,212,1.0,145,0.7,10,0.0,2452,11.2,18773,85.5,223,1,51.5,8720,45.2
48301,Texas,Loving,36,35,37,3.9,4.7,5.5,28,,17,11,0,0,169:0,0,0,181:0,0,0,181:0,85,88,97,21,21,100,5,289,1.7,59500,43065,1.4,0,26,0,0,0.0,11,0,11,0,20,18,15,19,11,10,11,36,13,13,97491,78482,116500,,,,,,11,18,,,181,29.3,12.2,13,7.2,2,1.1,0,0.0,0,0.0,30,16.6,136,75.1,0,0,42.0,82,100.0
48303,Texas,Lubbock,36,35,38,4.2,4.4,7.0,33,87,45935,18,259,83,1199:1,179,57,1759:1,544,173,579:1,159397,182865,87,54962,81763,67,8996,156625,5.7,107886,21650,5.0,21106,73179,29,271,8.7,20,16,3,1,47200,16,22833,8,13,12,14,35,38913,21,56477,51914,61040,37028,62845,34548,43143,63043,64803,56,19140,17,314772,23.6,13.0,22454,7.1,3873,1.2,7555,2.4,443,0.1,115247,36.6,164408,52.2,5153,2,50.8,31607,11.3
48305,Texas,Lynn,40,39,42,4.8,4.7,6.0,37,,1037,21,5,84,1190:1,1,17,6025:1,,,,3055,3880,79,939,1449,65,149,2740,5.4,107507,17405,6.2,404,1573,26,8,13.4,12,8,3,2,980,17,892,15,15,14,16,37,811,25,51003,41979,60027,,,16125,26716,55878,1521,69,228,11,6025,27.1,16.9,124,2.1,101,1.7,24,0.4,1,0.0,2740,45.5,3064,50.9,114,2,47.9,3355,56.7
48307,Texas,McCulloch,38,37,40,4.5,4.7,5.4,33,55,1290,21,4,50,1996:1,2,26,3912:1,3,38,2608:1,4476,5570,80,830,1550,54,244,3260,7.5,95731,18858,5.1,540,1737,31,11,13.8,11,8,2,1,1440,18,1591,19,13,12,14,37,1075,24,47617,40793,54441,,,,40347,49281,2200,70,249,9,7823,21.3,24.2,142,1.8,96,1.2,61,0.8,7,0.1,2618,33.5,4878,62.4,133,2,50.1,2926,35.3
48309,Texas,McLennan,39,37,40,4.4,4.7,6.1,33,64,38118,18,196,76,1309:1,144,55,1804:1,457,176,568:1,132209,154778,85,38037,62387,61,7410,120347,6.2,107646,20056,5.4,19341,62025,31,296,11.5,18,15,3,1,39500,16,39470,17,13,12,13,36,32319,21,55148,48989,61307,,47250,29268,40653,64116,54151,59,14255,16,259730,24.3,15.1,36232,13.9,2995,1.2,4713,1.8,309,0.1,70538,27.2,143116,55.1,10078,4,51.3,54855,23.4
48311,Texas,McMullen,36,34,37,3.5,3.9,5.9,28,18,76,14,0,0,743:0,0,0,721:0,0,0,721:0,409,460,89,103,205,50,20,727,2.8,128417,27250,4.7,85,215,40,0,0.0,16,7,12,0,100,12,179,25,12,11,12,36,56,14,45927,43986,47868,,,,58750,119375,194,85,10,5,721,20.7,26.2,16,2.2,3,0.4,4,0.6,0,0.0,299,41.5,396,54.9,26,4,47.6,707,100.0
48313,Texas,Madison,38,37,39,4.3,4.5,6.8,32,,2288,24,2,14,7142:1,4,28,3607:1,3,21,4809:1,7996,9849,81,1911,4532,42,321,4462,7.2,109129,23729,4.6,480,3053,16,15,10.5,18,10,7,2,2010,14,1820,13,13,12,13,39,1804,27,58674,53745,63603,,109147,,60020,61778,3196,76,329,8,14427,21.4,16.2,2743,19.0,174,1.2,165,1.1,12,0.1,3538,24.5,7725,53.5,628,5,43.0,9210,67.4
48315,Texas,Marion,39,37,40,4.7,5.2,7.0,33,46,1420,20,,,,1,10,9960:1,1,10,9960:1,6392,7423,86,895,1957,46,351,4271,8.2,77105,17090,4.5,466,1813,26,8,8.1,13,9,3,2,1820,18,305,3,13,12,13,40,1191,22,42024,35502,48546,,,27540,33077,45609,3535,78,453,10,9960,18.0,26.9,2017,20.3,123,1.2,94,0.9,3,0.0,461,4.6,7071,71.0,185,2,51.1,10546,100.0
48317,Texas,Martin,37,35,38,4.1,4.4,8.1,33,3,1038,20,1,17,5771:1,1,17,5816:1,,,,2543,3223,79,589,1199,49,155,2546,6.1,128833,36992,3.5,218,1807,12,8,13.9,19,10,7,2,600,11,325,7,13,12,13,36,733,22,73367,60721,86013,,,,56875,85544,1202,70,92,6,5816,31.7,11.6,102,1.8,93,1.6,34,0.6,5,0.1,2767,47.6,2837,48.8,191,4,49.6,4799,100.0
48319,Texas,Mason,36,34,37,3.9,4.4,7.8,29,66,883,29,,,,1,23,4344:1,2,46,2172:1,2463,2882,85,628,755,83,96,1726,5.6,124975,25703,4.9,109,1016,11,8,18.7,16,15,1,1,600,14,112,3,11,10,12,35,659,31,63120,53092,73148,,,,,,1253,75,175,12,4344,20.1,30.3,23,0.5,31,0.7,11,0.3,11,0.3,1092,25.1,3165,72.9,177,4,49.2,4012,100.0
