FIPS,State,County,Len_Life_Rank,perc_Adults_Obesity,95_Cl_low_obs,95_Cl_high_obs,Avg_num_Physical_Unhealthy_Days,Avg_num_Mental_Unhealthy_Days,Food_Environment_Index,perc_Physically_Inactive,perc_With_Access_Exercise,num_Uninsured,perc_Uninsured,num_Primary_Care_Physicians,Primary_Care_Physicians_Rate,Primary_Care_Physicians_Ratio,num_Dentists,Dentist_Rate,Dentist_Ratio,num_Mental_Health_Providers,Mental_Health_Provider_Rate,Mental_Health_Provider_Ratio,num_Completed_High_School,Population_Age25,perc_Completed_HighSchool,num_Some_College,Population_25_Age_44,perc_Some_college,num_UnemployedAge16,LaborForce_Size,perc_Unemployed,80th_Percentile_Income,20th_Percentile_Income,Income_Ratio,num_Children_SingleParent_Households,num_Children_Overall_Households,perc_Children_SingleParent_Households,num_Associations,Social_Association_Rate,perc_Severe_Housing_Problems,Severe_Housing_Cost_Burdenperc,Overcrowdingperc,Inadequate_Facilitiesperc,num_Food_Insecure,perc_Food_Insecure,num_LimitedAccess_healthyFood,perc_LimitedAccess_HealthyFoods,perc_Adults_Diabetes,95_CI_Low_Adults_Diabetes,95_CI_High_Adults_Diabetes,perc_Insufficient_Sleep,num_Uninsured,perc_Uninsured,Median_Household_Income,95_CI_Low_Median_Household_Income,95_CI_High_Median_Household_Income,Household_Income_NativeAmerican,Household_Income_Asian,Household_Income_Black,Household_Income_Hispanic,Household_Income_white,num_Homeowners,perc_Homeowners,num_Household_Severe_Cost_Burden,perc_Severe_Housing_Cost_Burden,Population,perc_greater18Age,perc65greaterAge,numBlack,percBlack,numNativeAmerican,percNativeAmerican,numAsian,percAsian,numNativeHawaiianPacificIslander,percNativeHawaiianPacificIslander,numHispanic,percHispanic, numNonHispanic_white,percNonHispanic_white,numNotProficient_English,percNotProficient_English,percfemale,numrural_residents,percrural,Qual_Life_Rank,Health_Beh_Rank,Clinical_Care_Rank,Social_Econ_Rank,Phys_Env_Rank
48269,Texas,King,NR,37,36,38,4.5,4.9,5.3,32,,48,22,0,0,272:00:00,0,0,283:00:00,0,0,283:00:00,174,222,78,25,92,27,4,236,1.7,,,,15,52,29,0,0,4,9,0,0,40,17,64,22,12,11,13,35,32,22,78210,63351,93069,,,,38750,39375,35,39,6,25,283,26.9,18.7,6,2.1,3,1.1,0,0,1,0.4,57,20.1,211,74.6,19,7,48.4,286,100,NR,NR,NR,NR,NR
48271,Texas,Kinney,50,42,40,43,5,4.5,4.8,39,39,446,19,,,,0,0,3670:00:00,,,,2335,2883,81,381,814,47,79,1312,6,71906,17201,4.2,246,462,53,0,0,9,7,1,1,660,18,922,26,17,16,17,38,361,21,62557,60951,64163,,,,,,1110,75,16,1,3670,19.3,25.5,51,1.4,61,1.7,19,0.5,7,0.2,2239,61,1287,35.1,241,7,44.7,736,20.5,128,164,81,162,14
48273,Texas,Kleberg,169,41,39,43,4.5,4.3,5.7,36,67,4959,20,13,42,2360:01:00,17,56,1785:01:00,16,53,1896:01:00,13455,17019,79,4939,7538,66,1125,13402,8.4,98062,14167,6.9,2675,7461,36,24,7.8,20,15,6,1,5390,17,5564,17,16,15,17,37,4222,24,51574,44068,59080,,,,44022,74474,5815,52,1464,14,30338,24.2,13.7,950,3.1,335,1.1,753,2.5,52,0.2,22275,73.4,6048,19.9,859,3,49.2,6050,18.9,131,96,151,210,240
48275,Texas,Knox,205,39,37,40,4.6,4.8,7.3,35,39,717,25,1,27,3664:01:00,0,0,3683:00:00,,,,1986,2462,81,482,775,62,82,1454,5.6,94190,22066,4.3,192,938,20,6,16.4,9,4,3,2,550,15,221,6,14,13,14,37,541,28,46053,38258,53848,,,,42456,58409,1180,85,56,4,3683,26.3,20.4,181,4.9,47,1.3,12,0.3,2,0.1,1299,35.3,2105,57.2,161,5,50.5,3719,100,95,140,242,75,80
48277,Texas,Lamar,228,37,35,38,4.6,5.1,5.9,31,63,8631,22,22,44,2266:01:00,28,56,1782:01:00,54,108,924:01:00,29420,34180,86,6770,11873,57,1518,23507,6.5,92203,17157,5.4,3794,11825,32,73,14.6,15,12,2,2,9000,18,7077,14,12,11,12,38,7114,25,44688,39361,50015,,,31304,48513,51566,12940,65,2925,15,49905,23.7,19.5,6526,13.1,961,1.9,421,0.8,40,0.1,4367,8.8,36450,73,505,1,51.8,23444,47.1,180,217,80,146,92
48279,Texas,Lamb,203,41,39,42,4.9,4.7,6.8,38,75,2810,27,5,39,2579:01:00,2,16,6355:01:00,5,39,2542:01:00,6260,8258,76,1485,3035,49,274,5234,5.2,85221,17141,5,908,3603,25,24,18.6,14,9,3,3,2020,15,1515,11,16,15,16,38,2243,32,48123,39769,56477,,93235,24740,42912,53023,3441,73,384,9,12710,27.3,17.5,448,3.5,258,2,81,0.6,21,0.2,7204,56.7,4843,38.1,744,6,50.4,8063,57.7,201,211,179,130,40
48281,Texas,Lampasas,42,35,34,37,4,4.6,7.3,29,69,3143,18,9,42,2381:01:00,3,14,7263:01:00,13,60,1676:01:00,13445,14963,90,2863,4740,60,485,9041,5.4,115794,28513,4.1,1085,4416,25,28,13.1,13,10,2,1,3150,15,1160,6,11,10,12,36,2580,21,69051,60464,77638,26367,,140212,48506,66537,6245,80,858,11,21789,21.6,20.8,869,4,264,1.2,319,1.5,120,0.6,4300,19.7,15550,71.4,137,1,50.6,13433,68.3,21,44,89,29,150
48283,Texas,La Salle,65,41,39,42,4.6,4.2,7,39,,887,18,,,,,,,4,53,1875:01:00,3321,5135,65,359,2213,16,251,3693,6.8,95364,15445,6.2,442,1573,28,4,5.3,20,9,8,3,1030,14,795,12,16,15,17,37,757,22,45647,37025,54269,,,,,,1585,74,228,12,7500,19.4,14.1,59,0.8,76,1,33,0.4,2,0,6513,86.8,843,11.2,683,9,40.8,3192,46.4,223,115,85,231,162
48285,Texas,Lavaca,25,37,36,39,4.1,4.7,7.7,30,49,2881,19,14,69,1440:01:00,5,25,4043:01:00,3,15,6739:01:00,11963,13879,86,2178,4135,53,441,8406,5.2,112515,25535,4.4,749,4741,16,24,11.9,15,7,7,1,2790,14,824,4,11,10,12,36,2195,21,57999,48757,67241,,,38810,48313,57738,5973,76,424,6,20216,23.4,24.1,1173,5.8,146,0.7,112,0.6,18,0.1,3985,19.7,14700,72.7,313,2,51.1,15664,81.3,55,116,67,32,176
48287,Texas,Lee,98,37,36,39,4.3,4.7,7.7,31,44,3018,22,4,23,4310:01:00,5,29,3479:01:00,8,46,2175:01:00,9984,12029,83,1638,4052,40,452,9158,4.9,102234,22581,4.5,1013,3609,28,19,11,19,13,5,1,2170,13,1071,6,12,11,13,38,2473,24,61444,50761,72127,,,31979,40250,63455,4958,81,686,12,17397,21.4,19.8,1782,10.2,194,1.1,98,0.6,40,0.2,4227,24.3,10988,63.2,655,4,49.6,11582,69.7,71,100,84,92,211
48289,Texas,Leon,91,38,36,39,4.7,5.1,6.6,33,19,3408,26,,,,3,17,5831:01:00,3,17,5831:01:00,10149,12391,82,1716,3770,46,477,6121,7.8,102674,21438,4.8,1264,3913,32,28,16.1,12,8,3,1,3070,18,1354,8,12,12,13,37,2587,28,52878,44217,61539,,170179,24455,35256,50588,5338,78,563,9,17493,22.5,25.2,1210,6.9,152,0.9,140,0.8,3,0,2690,15.4,13183,75.4,526,3,50.4,16801,100,159,197,145,147,175
48291,Texas,Liberty,181,37,36,38,4.7,5,7.4,37,49,16352,23,20,23,4411:01:00,25,27,3662:01:00,21,23,4359:01:00,43439,55520,78,9653,23149,42,3571,33582,10.6,103059,21558,4.8,4593,22877,20,72,8.2,14,9,5,1,13160,16,3138,4,13,12,13,39,12945,27,61230,52816,69644,,74479,48315,44459,54946,21411,78,2724,10,91547,27.9,12.9,8117,8.9,1290,1.4,659,0.7,105,0.1,28277,30.9,53023,57.9,3625,5,50.6,47827,63.2,189,196,215,215,229
48293,Texas,Limestone,210,40,39,41,4.7,4.9,6.7,35,59,3920,23,9,38,2604:01:00,8,34,2918:01:00,10,43,2334:01:00,13491,16218,83,2727,5702,48,596,8363,7.1,90995,19449,4.7,1493,5176,29,23,9.8,14,9,4,2,3880,17,2035,9,14,13,14,39,3205,26,53143,46898,59388,80197,52829,26217,45250,51590,6138,74,860,11,23340,21.9,20.5,3920,16.8,295,1.3,230,1,19,0.1,5307,22.7,13463,57.7,897,4,48.7,12538,53.6,231,214,128,141,194
48295,Texas,Lipscomb,102,36,35,38,4.1,4.4,5,31,,759,29,,,,0,0,3111:00:00,,,,1710,2071,83,386,737,52,64,1541,4.2,115071,30424,3.8,232,945,25,10,30.9,10,6,4,2,470,14,1042,32,12,11,13,36,517,29,67775,56613,78937,36250,,,52390,66927,855,74,56,5,3111,24.8,19,29,0.9,70,2.3,28,0.9,7,0.2,1099,35.3,1860,59.8,167,5,48.6,3302,100,16,103,168,14,31
48297,Texas,Live Oak,40,41,39,42,4.5,4.6,7.4,36,22,1932,22,1,8,12207:1,2,16,6162:01:00,1,8,12324:1,6705,8637,78,1106,2732,40,386,5177,7.5,104434,17496,6,555,2436,23,13,10.6,9,5,3,1,1890,16,412,4,14,13,15,37,1531,25,54031,43965,64097,,,,29670,58438,3156,82,293,8,12324,20.1,21.6,518,4.2,156,1.3,108,0.9,10,0.1,5071,41.1,6452,52.4,610,5,45,11531,100,106,186,135,199,71
48299,Texas,Llano,158,34,32,36,4.1,4.8,6.3,28,77,3176,23,15,69,1453:01:00,11,50,1996:01:00,12,55,1830:01:00,14828,17147,86,1671,3448,48,486,8479,5.7,121715,26715,4.6,673,3197,21,24,11,16,12,4,2,3490,17,2560,13,11,10,11,35,2647,26,60706,50759,70653,,,,37922,59755,7009,78,919,11,21958,14.8,37.9,222,1,212,1,145,0.7,10,0,2452,11.2,18773,85.5,223,1,51.5,8720,45.2,87,83,55,103,149
48301,Texas,Loving,NR,36,35,37,3.9,4.7,5.5,28,,17,11,0,0,169:00:00,0,0,181:00:00,0,0,181:00:00,85,88,97,21,21,100,5,289,1.7,59500,43065,1.4,0,26,0,0,0,11,0,11,0,20,18,15,19,11,10,11,36,13,13,97491,78482,116500,,,,,,11,18,,,181,29.3,12.2,13,7.2,2,1.1,0,0,0,0,30,16.6,136,75.1,0,0,42,82,100,NR,NR,NR,NR,NR
48303,Texas,Lubbock,155,36,35,38,4.2,4.4,7,33,87,45935,18,259,83,1199:01:00,179,57,1759:01:00,544,173,579:01:00,159397,182865,87,54962,81763,67,8996,156625,5.7,107886,21650,5,21106,73179,29,271,8.7,20,16,3,1,47200,16,22833,8,13,12,14,35,38913,21,56477,51914,61040,37028,62845,34548,43143,63043,64803,56,19140,17,314772,23.6,13,22454,7.1,3873,1.2,7555,2.4,443,0.1,115247,36.6,164408,52.2,5153,2,50.8,31607,11.3,97,56,13,109,141
48305,Texas,Lynn,212,40,39,42,4.8,4.7,6,37,,1037,21,5,84,1190:01:00,1,17,6025:01:00,,,,3055,3880,79,939,1449,65,149,2740,5.4,107507,17405,6.2,404,1573,26,8,13.4,12,8,3,2,980,17,892,15,15,14,16,37,811,25,51003,41979,60027,,,16125,26716,55878,1521,69,228,11,6025,27.1,16.9,124,2.1,101,1.7,24,0.4,1,0,2740,45.5,3064,50.9,114,2,47.9,3355,56.7,220,202,65,86,106
48307,Texas,McCulloch,159,38,37,40,4.5,4.7,5.4,33,55,1290,21,4,50,1996:01:00,2,26,3912:01:00,3,38,2608:01:00,4476,5570,80,830,1550,54,244,3260,7.5,95731,18858,5.1,540,1737,31,11,13.8,11,8,2,1,1440,18,1591,19,13,12,14,37,1075,24,47617,40793,54441,,,,40347,49281,2200,70,249,9,7823,21.3,24.2,142,1.8,96,1.2,61,0.8,7,0.1,2618,33.5,4878,62.4,133,2,50.1,2926,35.3,118,154,144,164,122
48309,Texas,McLennan,64,39,37,40,4.4,4.7,6.1,33,64,38118,18,196,76,1309:01:00,144,55,1804:01:00,457,176,568:01:00,132209,154778,85,38037,62387,61,7410,120347,6.2,107646,20056,5.4,19341,62025,31,296,11.5,18,15,3,1,39500,16,39470,17,13,12,13,36,32319,21,55148,48989,61307,,47250,29268,40653,64116,54151,59,14255,16,259730,24.3,15.1,36232,13.9,2995,1.2,4713,1.8,309,0.1,70538,27.2,143116,55.1,10078,4,51.3,54855,23.4,144,139,14,107,206
48311,Texas,McMullen,NR,36,34,37,3.5,3.9,5.9,28,18,76,14,0,0,743:00:00,0,0,721:00:00,0,0,721:00:00,409,460,89,103,205,50,20,727,2.8,128417,27250,4.7,85,215,40,0,0,16,7,12,0,100,12,179,25,12,11,12,36,56,14,45927,43986,47868,,,,58750,119375,194,85,10,5,721,20.7,26.2,16,2.2,3,0.4,4,0.6,0,0,299,41.5,396,54.9,26,4,47.6,707,100,NR,NR,NR,NR,NR
48313,Texas,Madison,207,38,37,39,4.3,4.5,6.8,32,,2288,24,2,14,7142:01:00,4,28,3607:01:00,3,21,4809:01:00,7996,9849,81,1911,4532,42,321,4462,7.2,109129,23729,4.6,480,3053,16,15,10.5,18,10,7,2,2010,14,1820,13,13,12,13,39,1804,27,58674,53745,63603,,109147,,60020,61778,3196,76,329,8,14427,21.4,16.2,2743,19,174,1.2,165,1.1,12,0.1,3538,24.5,7725,53.5,628,5,43,9210,67.4,105,163,203,151,105
48315,Texas,Marion,232,39,37,40,4.7,5.2,7,33,46,1420,20,,,,1,10,9960:01:00,1,10,9960:01:00,6392,7423,86,895,1957,46,351,4271,8.2,77105,17090,4.5,466,1813,26,8,8.1,13,9,3,2,1820,18,305,3,13,12,13,40,1191,22,42024,35502,48546,,,27540,33077,45609,3535,78,453,10,9960,18,26.9,2017,20.3,123,1.2,94,0.9,3,0,461,4.6,7071,71,185,2,51.1,10546,100,207,221,187,217,115
48317,Texas,Martin,236,37,35,38,4.1,4.4,8.1,33,3,1038,20,1,17,5771:01:00,1,17,5816:01:00,,,,2543,3223,79,589,1199,49,155,2546,6.1,128833,36992,3.5,218,1807,12,8,13.9,19,10,7,2,600,11,325,7,13,12,13,36,733,22,73367,60721,86013,,,,56875,85544,1202,70,92,6,5816,31.7,11.6,102,1.8,93,1.6,34,0.6,5,0.1,2767,47.6,2837,48.8,191,4,49.6,4799,100,61,49,186,67,213
48319,Texas,Mason,102,36,34,37,3.9,4.4,7.8,29,66,883,29,,,,1,23,4344:01:00,2,46,2172:01:00,2463,2882,85,628,755,83,96,1726,5.6,124975,25703,4.9,109,1016,11,8,18.7,16,15,1,1,600,14,112,3,11,10,12,35,659,31,63120,53092,73148,,,,,,1253,75,175,12,4344,20.1,30.3,23,0.5,31,0.7,11,0.3,11,0.3,1092,25.1,3165,72.9,177,4,49.2,4012,100,54,24,86,11,111
48321,Texas,Matagorda,161,41,39,42,4.5,4.6,6.2,36,69,6192,21,14,38,2617:01:00,13,35,2825:01:00,15,41,2448:01:00,19778,24097,82,4756,8599,55,1737,16529,10.5,97994,17970,5.5,3049,9534,32,49,13.4,19,14,4,2,6150,17,5233,14,14,14,15,38,4985,24,52241,42741,61741,40833,28229,27446,43243,66336,9798,70,1926,15,36725,25.9,17.5,3777,10.3,493,1.3,694,1.9,55,0.1,16280,44.3,15550,42.3,1493,4,49.9,13366,36.4,164,145,134,207,231
48323,Texas,Maverick,76,42,39,43,5.3,4.6,5.5,42,67,14265,29,14,24,4194:01:00,13,22,4491:01:00,17,29,3434:01:00,20337,33086,61,7663,14492,53,3673,24494,15,93863,13655,6.9,5680,18123,31,15,2.6,24,13,11,2,10500,18,9783,18,19,17,20,38,11732,36,41324,33774,48874,58125,,,40754,85090,11048,66,2458,15,58378,30.6,12.1,206,0.4,1044,1.8,375,0.6,20,0,55513,95.1,1576,2.7,11844,22,49.8,5022,9.3,219,183,238,240,228
48325,Texas,Medina,49,38,37,40,4,4.1,8.1,32,53,7422,18,12,23,4299:01:00,11,21,4760:01:00,21,40,2493:01:00,28789,34123,84,6829,12117,56,1351,21461,6.3,123912,25646,4.8,2538,11716,22,29,5.6,12,9,3,1,6050,12,1863,4,13,12,14,35,6110,21,62600,56034,69166,116528,100888,,59643,65323,12780,80,1501,10,52358,22.8,17.4,1411,2.7,575,1.1,432,0.8,111,0.2,27676,52.9,22196,42.4,1551,3,48.4,28319,61.6,60,40,99,78,81
48327,Texas,Menard,102,38,36,39,4.3,4.5,6.8,34,73,407,29,1,47,2138:01:00,1,47,2124:01:00,,,,1394,1670,83,190,377,50,45,866,5.2,83986,16171,5.2,24,378,6,3,14,11,5,3,4,370,17,135,6,13,12,14,36,323,31,41477,33819,49135,,,,37434,53151,636,61,116,13,2124,18.5,32.7,31,1.5,35,1.6,7,0.3,0,0,775,36.5,1281,60.3,108,5,50.2,2242,100,117,71,178,145,8
48329,Texas,Midland,51,33,31,34,3.7,4,8.3,29,85,29022,18,64,36,2763:01:00,102,57,1744:01:00,165,93,1078:01:00,89953,106940,84,31813,54126,59,7924,98237,8.1,161688,34730,4.7,10767,48917,22,168,9.5,16,9,6,1,17820,11,6977,5,12,11,12,35,20962,20,92117,78648,105586,93487,128988,48366,69192,101495,38643,67,6162,11,177863,28.9,10.3,11412,6.4,2139,1.2,4127,2.3,226,0.1,83683,47,75859,42.7,8497,5,49.2,16824,12.3,37,16,35,85,154
48331,Texas,Milam,93,37,36,38,4.5,4.8,6.5,34,55,3704,19,2,8,12412:1,5,20,4942:01:00,8,32,3089:01:00,13963,16708,84,2426,5168,47,696,9750,7.1,101353,21191,4.8,2217,5910,38,32,12.9,14,9,5,1,4080,17,2824,11,13,12,13,38,3008,22,49961,43517,56405,60313,105250,39702,30950,60272,6972,74,956,11,24708,23.3,21.6,2110,8.5,334,1.4,209,0.8,18,0.1,6751,27.3,15213,61.6,650,3,50.4,13909,56.2,91,148,108,168,200
48333,Texas,Mills,96,36,34,37,4.3,4.8,6.7,31,3,908,27,1,21,4873:01:00,2,41,2420:01:00,6,124,807:01:00,3000,3622,83,314,756,42,78,1889,4.1,93577,19129,4.9,155,819,19,8,16.4,13,10,2,1,810,17,444,9,12,11,12,36,733,30,49089,40618,57560,,,,,,1545,88,155,9,4840,20.4,28.6,45,0.9,54,1.1,31,0.6,1,0,923,19.1,3778,78.1,158,3,49.9,4936,100,136,98,138,82,74
48335,Texas,Mitchell,77,38,37,39,4.4,4.4,7.7,35,4,1085,20,4,47,2136:01:00,1,12,8202:01:00,,,,4433,5229,85,759,2089,36,189,2381,7.9,98907,23595,4.2,489,1700,29,8,9.4,13,7,6,0,1100,13,568,6,13,13,14,38,845,23,46156,37914,54398,,,41771,43372,69643,1964,81,98,4,8202,22.1,15.2,771,9.4,148,1.8,70,0.9,12,0.1,3333,40.6,3897,47.5,409,5,41.1,3455,36.7,181,137,232,174,27
48337,Texas,Montague,230,37,35,38,4.5,5,6.9,31,21,3321,22,6,30,3303:01:00,6,30,3327:01:00,5,25,3992:01:00,12043,13894,87,2390,4228,57,602,9081,6.6,110629,25520,4.3,1217,4418,28,29,14.6,12,9,3,2,3440,18,889,5,11,11,12,37,2706,25,56012,48843,63181,,,,60602,56645,6101,77,752,10,19962,22.5,22.9,151,0.8,283,1.4,102,0.5,12,0.1,2304,11.5,16946,84.9,172,1,50.8,11623,58.9,150,178,173,84,156
48339,Texas,Montgomery,14,36,35,37,3.6,4.2,7.6,28,83,90482,17,367,60,1655:01:00,308,49,2034:01:00,586,94,1069:01:00,344494,386248,89,105220,156087,67,21493,284994,7.5,163906,36151,4.5,25216,155219,16,356,5.9,14,10,4,1,70560,12,37405,8,11,10,11,35,73614,20,85348,79433,91263,92443,121058,66534,60673,91409,147027,71,21707,11,626351,25.9,13.7,35336,5.6,6162,1,21555,3.4,741,0.1,160240,25.6,397549,63.5,22597,4,50.5,103571,22.7,20,15,32,33,223
48341,Texas,Moore,147,38,36,39,4.4,4.4,7.7,35,65,4996,27,8,38,2618:01:00,8,39,2582:01:00,3,15,6885:01:00,8113,12411,65,2396,5508,44,398,10578,3.8,97413,26457,3.7,1439,6751,21,28,13.4,15,7,7,1,2500,12,1878,9,14,13,15,38,3817,32,53341,45352,61330,,82321,26813,51330,58929,4383,66,503,8,20654,31.4,11.8,858,4.2,371,1.8,1166,5.6,54,0.3,12031,58.3,6300,30.5,3311,17,48,3683,16.8,84,110,185,70,32
48343,Texas,Morris,217,38,37,40,4.6,5.1,7.2,32,3,1786,19,2,16,6194:01:00,6,48,2066:01:00,4,32,3098:01:00,7777,8541,91,1348,2682,50,545,4793,11.4,84745,18366,4.6,794,2853,28,21,17,13,9,3,1,2220,18,112,1,13,12,13,39,1481,22,45122,37096,53148,,,25963,46851,50752,3789,73,606,12,12393,22.8,22.3,2713,21.9,163,1.3,87,0.7,16,0.1,1347,10.9,7853,63.4,115,1,51.8,10143,78.4,209,172,117,197,108
48345,Texas,Motley,102,36,34,37,4.1,4.6,7.6,29,14,189,23,0,0,1200:00:00,0,0,1185:00:00,,,,890,1003,89,192,298,64,20,437,4.6,95923,23020,4.2,96,287,33,0,0,11,5,5,1,190,15,40,3,11,10,12,36,147,24,46712,39835,53589,,,,63036,39750,352,71,20,4,1185,20.3,31.1,30,2.5,28,2.4,2,0.2,2,0.2,229,19.3,905,76.4,6,0,49.3,1210,100,80,46,124,77,34
48347,Texas,Nacogdoches,140,41,39,42,4.6,5,6.2,33,59,10678,21,46,71,1417:01:00,42,65,1542:01:00,77,119,841:01:00,31528,37668,84,7985,14174,56,1842,27987,6.6,92358,17569,5.3,4414,15018,29,49,7.5,19,15,4,1,12290,19,6026,9,13,13,14,39,8995,25,49375,42327,56423,28438,,23234,37474,53057,13713,58,3729,16,64753,23.1,15.7,11264,17.4,548,0.8,856,1.3,38,0.1,13116,20.3,38277,59.1,2339,4,52.1,29978,46.5,172,204,74,139,192
48349,Texas,Navarro,166,39,38,41,4.6,4.8,6.9,34,53,9643,24,20,40,2506:01:00,19,37,2668:01:00,33,65,1536:01:00,25724,32159,80,6471,11530,56,1442,23245,6.2,102781,21731,4.7,3495,12959,27,44,8.8,16,11,4,2,7880,16,3868,8,13,13,14,38,7819,28,50778,44358,57198,33500,,26392,41415,56291,12191,70,1994,12,50694,26.5,17.2,6216,12.3,587,1.2,432,0.9,927,1.8,14869,29.3,27399,54,2901,6,51,25136,52.7,173,200,107,127,210
48351,Texas,Newton,224,39,37,40,5,5.4,5.5,35,6,2176,22,,,,,,,2,15,6707:01:00,7993,9831,81,1325,3099,43,557,5054,11,93263,16086,5.8,798,2733,29,11,8.1,9,6,2,2,2760,20,2041,14,13,12,14,40,1813,25,45769,37166,54372,,,19940,3997,48382,4228,83,301,6,13414,18.8,22.3,2562,19.1,123,0.9,74,0.6,3,0,550,4.1,9865,73.5,39,0,48.3,14445,100,234,242,125,229,170
48353,Texas,Nolan,198,38,37,40,4.5,4.7,7,34,41,2383,20,5,34,2943:01:00,8,54,1854:01:00,10,67,1484:01:00,7887,9546,83,1765,3324,53,377,7151,5.3,91401,18791,4.9,1088,3853,28,19,12.9,15,8,5,2,2380,16,1079,7,14,13,14,37,1896,24,41720,36557,46883,,,28175,38516,46706,3748,68,578,11,14835,25.6,18.9,639,4.3,187,1.3,146,1,21,0.1,5836,39.3,7947,53.6,539,4,50,4969,32.7,140,165,141,118,36
48355,Texas,Nueces,90,41,40,42,4.2,4.2,7,32,93,60083,20,290,80,1249:01:00,200,55,1816:01:00,468,129,776:01:00,198578,236941,84,56788,98640,58,14688,163920,9,112341,22803,4.9,29796,88776,34,268,7.4,18,13,5,1,52970,15,33739,10,14,13,15,35,51632,24,55727,50697,60757,49623,87713,41188,51141,69883,76550,59,18220,14,363148,24.2,15.3,12505,3.4,3195,0.9,8263,2.3,585,0.2,235592,64.9,102832,28.3,7801,2,50.6,21935,6.4,111,143,28,204,138
48357,Texas,Ochiltree,46,39,38,41,4.7,4.6,8.1,36,88,2360,27,4,41,2459:01:00,4,42,2400:01:00,3,31,3199:01:00,4291,5775,74,1015,2582,39,236,4071,5.8,100773,26060,3.9,633,3105,20,15,15.3,17,11,7,1,1290,13,294,3,14,13,15,36,1769,32,71477,60596,82358,41579,,,46500,61000,2483,73,284,9,9598,31.1,12,54,0.6,168,1.8,63,0.7,8,0.1,5412,56.4,3938,41,1161,13,50,1422,13.9,110,95,184,94,21
48359,Texas,Oldham,102,35,33,36,3.9,4.6,5.2,29,0,281,18,,,,0,0,2135:00:00,3,141,712:01:00,1142,1246,92,353,535,66,35,890,3.9,144214,29438,4.9,12,340,4,3,14.2,10,10,3,2,260,12,668,33,11,10,11,35,249,19,61013,50167,71859,,,,53750,65250,472,73,27,5,2135,22.2,16,66,3.1,28,1.3,34,1.6,1,0,370,17.3,1621,75.9,14,1,47.6,2052,100,63,58,22,28,3
48361,Texas,Orange,196,40,38,41,4.2,4.9,6.6,30,52,11627,17,15,18,5560:01:00,26,31,3188:01:00,23,28,3603:01:00,49572,56083,88,11978,21079,57,3786,36027,10.5,121882,26461,4.6,5328,20823,26,78,9.4,12,8,3,1,13830,17,8067,10,11,10,12,39,9307,19,61323,52370,70276,,77440,35326,51863,68397,23449,74,2485,8,82878,25,16.3,7162,8.6,675,0.8,1019,1.2,87,0.1,7349,8.9,65668,79.2,871,1,50.6,28783,35.2,176,213,62,183,218
48363,Texas,Palo Pinto,165,37,36,38,4.6,5,5.1,33,39,5323,23,11,38,2654:01:00,9,31,3258:01:00,6,20,4887:01:00,17297,19723,88,3526,6510,54,928,13267,7,104207,22518,4.6,1408,6695,21,35,12,19,14,4,1,4920,17,6835,24,12,11,13,37,4384,27,59450,52840,66060,,80920,49697,49063,57031,7703,75,1230,12,29320,23.1,20.4,678,2.3,334,1.1,302,1,28,0.1,5944,20.3,21841,74.5,708,3,50.9,14116,50.2,134,190,180,106,167
48365,Texas,Panola,199,38,36,39,4.5,5.1,6.8,31,35,3606,20,8,34,2899:01:00,6,26,3865:01:00,4,17,5797:01:00,13224,15735,84,3249,5486,59,792,9437,8.4,102420,20662,5,1143,5361,21,24,10.3,12,8,3,1,3710,16,2276,10,12,12,13,38,2898,22,51936,42518,61354,,,25208,52331,55143,6688,77,543,7,23187,23,20.4,3555,15.3,187,0.8,144,0.6,15,0.1,2103,9.1,16964,73.2,292,1,50.4,17304,72.7,200,188,126,138,219
48367,Texas,Parker,20,33,32,35,3.8,4.5,7.8,26,56,20751,17,57,40,2507:01:00,52,35,2850:01:00,89,60,1665:01:00,83128,93391,89,21440,33902,63,4012,68141,5.9,152789,35549,4.3,4648,34147,14,132,9.2,13,10,3,1,16710,13,6728,6,10,9,10,35,16792,20,88617,81031,96203,54596,114464,,63802,86582,36917,81,4615,10,148198,24.6,16.1,2179,1.5,1557,1.1,1082,0.7,132,0.1,19965,13.5,121585,82,2540,2,50.1,65578,56.1,19,29,33,15,196
48369,Texas,Parmer,135,39,38,41,4.6,4.4,7.6,37,16,2297,28,1,10,9605:01:00,1,11,9522:01:00,,,,4477,6038,74,977,2441,40,127,4915,2.6,115571,28195,4.1,283,2757,10,12,12.5,17,7,10,1,1210,13,842,8,15,14,16,37,1734,32,61989,53836,70142,,,,53402,71932,2104,65,199,7,9522,27.6,15.1,106,1.1,153,1.6,99,1,35,0.4,6205,65.2,3080,32.3,972,11,48.3,6163,60,127,88,192,37,55
48371,Texas,Pecos,149,40,38,42,4.4,4.3,6.6,36,53,2871,25,9,57,1758:01:00,4,25,3930:01:00,4,25,3930:01:00,7642,10543,72,1706,4706,36,530,6517,8.1,102905,22981,4.5,868,3877,22,11,7,12,5,6,2,1890,12,2964,19,15,14,16,37,2219,29,52792,43009,62575,,,,45458,80617,3614,74,404,9,15718,24.6,13.3,620,3.9,248,1.6,213,1.4,25,0.2,10966,69.8,3769,24,865,6,43.4,6168,39.8,166,135,189,200,90
